"measure_number","measure","financial_year","quarter","year_month","ethnicity","district","region","age","measure_type","value"
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Hawke's Bay","Central",NA,"Rate",75.3504672897196
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Hutt Valley","Central",NA,"Numerator",68
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Hutt Valley","Central",NA,"Denominator",149
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Hutt Valley","Central",NA,"Rate",45.6375838926174
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Hutt Valley","Central",NA,"Numerator",179
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Hutt Valley","Central",NA,"Denominator",417
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Hutt Valley","Central",NA,"Rate",42.9256594724221
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Hutt Valley","Central",NA,"Numerator",158
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Hutt Valley","Central",NA,"Denominator",381
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Hutt Valley","Central",NA,"Rate",41.4698162729659
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Hutt Valley","Central",NA,"Numerator",21
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Hutt Valley","Central",NA,"Denominator",36
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Hutt Valley","Central",NA,"Rate",58.3333333333333
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Hutt Valley","Central",NA,"Numerator",247
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Hutt Valley","Central",NA,"Denominator",566
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Hutt Valley","Central",NA,"Rate",43.6395759717314
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Lakes","Te Manawa Taki",NA,"Numerator",183
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Lakes","Te Manawa Taki",NA,"Denominator",276
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Lakes","Te Manawa Taki",NA,"Rate",66.304347826087
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Lakes","Te Manawa Taki",NA,"Numerator",252
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Lakes","Te Manawa Taki",NA,"Denominator",421
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Lakes","Te Manawa Taki",NA,"Rate",59.8574821852732
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Lakes","Te Manawa Taki",NA,"Numerator",243
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Lakes","Te Manawa Taki",NA,"Denominator",409
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Lakes","Te Manawa Taki",NA,"Rate",59.4132029339853
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Lakes","Te Manawa Taki",NA,"Numerator",9
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Lakes","Te Manawa Taki",NA,"Denominator",12
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Lakes","Te Manawa Taki",NA,"Rate",75
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Lakes","Te Manawa Taki",NA,"Numerator",435
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Lakes","Te Manawa Taki",NA,"Denominator",697
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Lakes","Te Manawa Taki",NA,"Rate",62.4103299856528
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","MidCentral","Central",NA,"Numerator",157
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","MidCentral","Central",NA,"Denominator",231
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","MidCentral","Central",NA,"Rate",67.965367965368
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","MidCentral","Central",NA,"Numerator",501
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","MidCentral","Central",NA,"Denominator",659
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","MidCentral","Central",NA,"Rate",76.0242792109257
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","MidCentral","Central",NA,"Numerator",482
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","MidCentral","Central",NA,"Denominator",635
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","MidCentral","Central",NA,"Rate",75.9055118110236
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","MidCentral","Central",NA,"Numerator",19
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","MidCentral","Central",NA,"Denominator",24
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","MidCentral","Central",NA,"Rate",79.1666666666667
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","MidCentral","Central",NA,"Numerator",658
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","MidCentral","Central",NA,"Denominator",890
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","MidCentral","Central",NA,"Rate",73.9325842696629
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","National","National",NA,"Numerator",3768
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","National","National",NA,"Denominator",5054
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","National","National",NA,"Rate",74.5548080728136
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","National","National",NA,"Numerator",11423
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","National","National",NA,"Denominator",15861
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","National","National",NA,"Rate",72.0194186999559
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","National","National",NA,"Numerator",10446
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","National","National",NA,"Denominator",14639
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","National","National",NA,"Rate",71.3573331511715
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","National","National",NA,"Numerator",977
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","National","National",NA,"Denominator",1222
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","National","National",NA,"Rate",79.9509001636661
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","National","National",NA,"Numerator",15191
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","National","National",NA,"Denominator",20915
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","National","National",NA,"Rate",72.6320822376285
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Nelson Marlborough","Te Waipounamu",NA,"Numerator",59
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Nelson Marlborough","Te Waipounamu",NA,"Denominator",91
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Nelson Marlborough","Te Waipounamu",NA,"Rate",64.8351648351648
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Nelson Marlborough","Te Waipounamu",NA,"Numerator",279
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Nelson Marlborough","Te Waipounamu",NA,"Denominator",469
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Nelson Marlborough","Te Waipounamu",NA,"Rate",59.4882729211087
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Nelson Marlborough","Te Waipounamu",NA,"Numerator",271
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Nelson Marlborough","Te Waipounamu",NA,"Denominator",455
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Nelson Marlborough","Te Waipounamu",NA,"Rate",59.5604395604396
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Nelson Marlborough","Te Waipounamu",NA,"Numerator",8
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Nelson Marlborough","Te Waipounamu",NA,"Denominator",14
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Nelson Marlborough","Te Waipounamu",NA,"Rate",57.1428571428571
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Nelson Marlborough","Te Waipounamu",NA,"Numerator",338
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Nelson Marlborough","Te Waipounamu",NA,"Denominator",560
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Nelson Marlborough","Te Waipounamu",NA,"Rate",60.3571428571429
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Northland","Northern",NA,"Numerator",262
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Northland","Northern",NA,"Denominator",316
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Northland","Northern",NA,"Rate",82.9113924050633
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Northland","Northern",NA,"Numerator",321
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Northland","Northern",NA,"Denominator",409
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Northland","Northern",NA,"Rate",78.4841075794621
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Northland","Northern",NA,"Numerator",310
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Northland","Northern",NA,"Denominator",395
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Northland","Northern",NA,"Rate",78.4810126582278
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Northland","Northern",NA,"Numerator",11
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Northland","Northern",NA,"Denominator",14
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Northland","Northern",NA,"Rate",78.5714285714286
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Northland","Northern",NA,"Numerator",583
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Northland","Northern",NA,"Denominator",725
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Northland","Northern",NA,"Rate",80.4137931034483
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","South Canterbury","Te Waipounamu",NA,"Numerator",33
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","South Canterbury","Te Waipounamu",NA,"Denominator",35
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","South Canterbury","Te Waipounamu",NA,"Rate",94.2857142857143
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","South Canterbury","Te Waipounamu",NA,"Numerator",296
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","South Canterbury","Te Waipounamu",NA,"Denominator",331
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","South Canterbury","Te Waipounamu",NA,"Rate",89.4259818731118
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","South Canterbury","Te Waipounamu",NA,"Numerator",292
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","South Canterbury","Te Waipounamu",NA,"Denominator",327
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","South Canterbury","Te Waipounamu",NA,"Rate",89.2966360856269
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","South Canterbury","Te Waipounamu",NA,"Numerator",4
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","South Canterbury","Te Waipounamu",NA,"Denominator",4
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","South Canterbury","Te Waipounamu",NA,"Rate",100
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","South Canterbury","Te Waipounamu",NA,"Numerator",329
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","South Canterbury","Te Waipounamu",NA,"Denominator",366
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","South Canterbury","Te Waipounamu",NA,"Rate",89.8907103825137
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Southern","Te Waipounamu",NA,"Numerator",218
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Southern","Te Waipounamu",NA,"Denominator",270
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Southern","Te Waipounamu",NA,"Rate",80.7407407407407
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Southern","Te Waipounamu",NA,"Numerator",1091
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Southern","Te Waipounamu",NA,"Denominator",1357
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Southern","Te Waipounamu",NA,"Rate",80.3979366249079
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Southern","Te Waipounamu",NA,"Numerator",1054
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Southern","Te Waipounamu",NA,"Denominator",1318
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Southern","Te Waipounamu",NA,"Rate",79.9696509863429
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Southern","Te Waipounamu",NA,"Numerator",37
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Southern","Te Waipounamu",NA,"Denominator",39
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Southern","Te Waipounamu",NA,"Rate",94.8717948717949
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Southern","Te Waipounamu",NA,"Numerator",1309
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Southern","Te Waipounamu",NA,"Denominator",1627
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Southern","Te Waipounamu",NA,"Rate",80.4548248309773
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Tairāwhiti","Te Manawa Taki",NA,"Numerator",142
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Tairāwhiti","Te Manawa Taki",NA,"Denominator",211
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Tairāwhiti","Te Manawa Taki",NA,"Rate",67.2985781990521
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Tairāwhiti","Te Manawa Taki",NA,"Numerator",93
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Tairāwhiti","Te Manawa Taki",NA,"Denominator",138
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Tairāwhiti","Te Manawa Taki",NA,"Rate",67.3913043478261
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Tairāwhiti","Te Manawa Taki",NA,"Numerator",91
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Tairāwhiti","Te Manawa Taki",NA,"Denominator",135
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Tairāwhiti","Te Manawa Taki",NA,"Rate",67.4074074074074
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Tairāwhiti","Te Manawa Taki",NA,"Numerator",2
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Tairāwhiti","Te Manawa Taki",NA,"Denominator",3
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Tairāwhiti","Te Manawa Taki",NA,"Rate",66.6666666666667
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Tairāwhiti","Te Manawa Taki",NA,"Numerator",235
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Tairāwhiti","Te Manawa Taki",NA,"Denominator",349
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Tairāwhiti","Te Manawa Taki",NA,"Rate",67.3352435530086
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Taranaki","Te Manawa Taki",NA,"Numerator",104
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Taranaki","Te Manawa Taki",NA,"Denominator",134
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Taranaki","Te Manawa Taki",NA,"Rate",77.6119402985075
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Taranaki","Te Manawa Taki",NA,"Numerator",330
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Taranaki","Te Manawa Taki",NA,"Denominator",420
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Taranaki","Te Manawa Taki",NA,"Rate",78.5714285714286
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Taranaki","Te Manawa Taki",NA,"Numerator",328
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Taranaki","Te Manawa Taki",NA,"Denominator",416
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Taranaki","Te Manawa Taki",NA,"Rate",78.8461538461538
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Taranaki","Te Manawa Taki",NA,"Numerator",2
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Taranaki","Te Manawa Taki",NA,"Denominator",4
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Taranaki","Te Manawa Taki",NA,"Rate",50
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Taranaki","Te Manawa Taki",NA,"Numerator",434
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Taranaki","Te Manawa Taki",NA,"Denominator",554
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Taranaki","Te Manawa Taki",NA,"Rate",78.3393501805054
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Waikato","Te Manawa Taki",NA,"Numerator",235
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Waikato","Te Manawa Taki",NA,"Denominator",279
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Waikato","Te Manawa Taki",NA,"Rate",84.2293906810036
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Waikato","Te Manawa Taki",NA,"Numerator",528
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Waikato","Te Manawa Taki",NA,"Denominator",690
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Waikato","Te Manawa Taki",NA,"Rate",76.5217391304348
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Waikato","Te Manawa Taki",NA,"Numerator",513
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Waikato","Te Manawa Taki",NA,"Denominator",669
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Waikato","Te Manawa Taki",NA,"Rate",76.6816143497758
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Waikato","Te Manawa Taki",NA,"Numerator",15
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Waikato","Te Manawa Taki",NA,"Denominator",21
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Waikato","Te Manawa Taki",NA,"Rate",71.4285714285714
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Waikato","Te Manawa Taki",NA,"Numerator",763
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Waikato","Te Manawa Taki",NA,"Denominator",969
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Waikato","Te Manawa Taki",NA,"Rate",78.7409700722394
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Wairarapa","Central",NA,"Numerator",52
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Wairarapa","Central",NA,"Denominator",63
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Wairarapa","Central",NA,"Rate",82.5396825396825
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Wairarapa","Central",NA,"Numerator",138
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Wairarapa","Central",NA,"Denominator",162
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Wairarapa","Central",NA,"Rate",85.1851851851852
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Wairarapa","Central",NA,"Numerator",136
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Wairarapa","Central",NA,"Denominator",160
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Wairarapa","Central",NA,"Rate",85
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Wairarapa","Central",NA,"Numerator",2
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Wairarapa","Central",NA,"Denominator",2
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Wairarapa","Central",NA,"Rate",100
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Wairarapa","Central",NA,"Numerator",190
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Wairarapa","Central",NA,"Denominator",225
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Wairarapa","Central",NA,"Rate",84.4444444444444
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Waitematā","Northern",NA,"Numerator",330
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Waitematā","Northern",NA,"Denominator",445
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","Waitematā","Northern",NA,"Rate",74.1573033707865
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Waitematā","Northern",NA,"Numerator",1244
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Waitematā","Northern",NA,"Denominator",1966
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","Waitematā","Northern",NA,"Rate",63.2756866734486
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Waitematā","Northern",NA,"Numerator",1136
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Waitematā","Northern",NA,"Denominator",1827
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","Waitematā","Northern",NA,"Rate",62.1784345922277
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Waitematā","Northern",NA,"Numerator",108
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Waitematā","Northern",NA,"Denominator",139
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Pacific","Waitematā","Northern",NA,"Rate",77.6978417266187
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Waitematā","Northern",NA,"Numerator",1574
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Waitematā","Northern",NA,"Denominator",2411
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","All","Waitematā","Northern",NA,"Rate",65.2841144753214
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","West Coast","Te Waipounamu",NA,"Numerator",39
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","West Coast","Te Waipounamu",NA,"Denominator",52
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Māori","West Coast","Te Waipounamu",NA,"Rate",75
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","West Coast","Te Waipounamu",NA,"Numerator",116
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","West Coast","Te Waipounamu",NA,"Denominator",164
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori","West Coast","Te Waipounamu",NA,"Rate",70.7317073170732
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Jun","2016-06","Non-Māori Non-Pacific","West Coast","Te Waipounamu",NA,"Numerator",115
