"measure_number","measure","financial_year","quarter","year_month","ethnicity","district","region","age","measure_type","value"
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Counties Manukau","Northern",NA,"Numerator",1815
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Counties Manukau","Northern",NA,"Denominator",2445
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Counties Manukau","Northern",NA,"Percent",0.742331288343558
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Hawke's Bay","Central",NA,"Numerator",738
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Hawke's Bay","Central",NA,"Denominator",919
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Hawke's Bay","Central",NA,"Percent",0.803046789989118
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Hutt Valley","Central",NA,"Numerator",257
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Hutt Valley","Central",NA,"Denominator",382
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Hutt Valley","Central",NA,"Percent",0.672774869109948
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Lakes","Te Manawa Taki",NA,"Numerator",329
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Lakes","Te Manawa Taki",NA,"Denominator",561
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Lakes","Te Manawa Taki",NA,"Percent",0.586452762923351
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","MidCentral","Central",NA,"Numerator",425
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","MidCentral","Central",NA,"Denominator",461
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","MidCentral","Central",NA,"Percent",0.921908893709328
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","Māori","National","National",NA,"Numerator",4161
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","Māori","National","National",NA,"Denominator",5437
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","Māori","National","National",NA,"Percent",0.765311752804856
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","Non-Māori","National","National",NA,"Numerator",10952
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","Non-Māori","National","National",NA,"Denominator",15485
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","Non-Māori","National","National",NA,"Percent",0.707265095253471
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","Non-Māori Non-Pacific","National","National",NA,"Numerator",9927
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","Non-Māori Non-Pacific","National","National",NA,"Denominator",14236
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","Non-Māori Non-Pacific","National","National",NA,"Percent",0.697316661983703
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","Pacific","National","National",NA,"Numerator",1025
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","Pacific","National","National",NA,"Denominator",1249
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","Pacific","National","National",NA,"Percent",0.820656525220176
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","National","National",NA,"Numerator",15113
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","National","National",NA,"Denominator",20922
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","National","National",NA,"Percent",0.722349679762929
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Nelson Marlborough","Te Waipounamu",NA,"Numerator",303
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Nelson Marlborough","Te Waipounamu",NA,"Denominator",496
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.610887096774194
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Northland","Northern",NA,"Numerator",647
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Northland","Northern",NA,"Denominator",836
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Northland","Northern",NA,"Percent",0.773923444976077
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","South Canterbury","Te Waipounamu",NA,"Numerator",248
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","South Canterbury","Te Waipounamu",NA,"Denominator",327
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","South Canterbury","Te Waipounamu",NA,"Percent",0.758409785932722
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Southern","Te Waipounamu",NA,"Numerator",1199
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Southern","Te Waipounamu",NA,"Denominator",1668
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Southern","Te Waipounamu",NA,"Percent",0.718824940047962
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Tairāwhiti","Te Manawa Taki",NA,"Numerator",135
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Tairāwhiti","Te Manawa Taki",NA,"Denominator",157
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.859872611464968
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Taranaki","Te Manawa Taki",NA,"Numerator",357
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Taranaki","Te Manawa Taki",NA,"Denominator",696
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Taranaki","Te Manawa Taki",NA,"Percent",0.512931034482759
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Waikato","Te Manawa Taki",NA,"Numerator",806
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Waikato","Te Manawa Taki",NA,"Denominator",1129
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Waikato","Te Manawa Taki",NA,"Percent",0.713906111603189
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Wairarapa","Central",NA,"Numerator",143
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Wairarapa","Central",NA,"Denominator",201
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Wairarapa","Central",NA,"Percent",0.711442786069652
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Waitematā","Northern",NA,"Numerator",2211
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Waitematā","Northern",NA,"Denominator",2807
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Waitematā","Northern",NA,"Percent",0.787673672960456
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","West Coast","Te Waipounamu",NA,"Numerator",177
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","West Coast","Te Waipounamu",NA,"Denominator",231
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","West Coast","Te Waipounamu",NA,"Percent",0.766233766233766
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Whanganui","Central",NA,"Numerator",156
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Whanganui","Central",NA,"Denominator",197
"1.3.5","Under 25 MH 3 weeks wait","2017/18","Jun","2018-06","All","Whanganui","Central",NA,"Percent",0.791878172588833
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Auckland","Northern",NA,"Numerator",1683
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Auckland","Northern",NA,"Denominator",2370
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Auckland","Northern",NA,"Percent",0.710126582278481
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Bay of Plenty","Te Manawa Taki",NA,"Numerator",819
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Bay of Plenty","Te Manawa Taki",NA,"Denominator",1076
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.761152416356877
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Canterbury","Te Waipounamu",NA,"Numerator",1499
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Canterbury","Te Waipounamu",NA,"Denominator",2312
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Canterbury","Te Waipounamu",NA,"Percent",0.648356401384083
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Capital & Coast","Central",NA,"Numerator",781
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Capital & Coast","Central",NA,"Denominator",1299
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Capital & Coast","Central",NA,"Percent",0.601231716705158
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Counties Manukau","Northern",NA,"Numerator",1790
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Counties Manukau","Northern",NA,"Denominator",2495
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Counties Manukau","Northern",NA,"Percent",0.717434869739479
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Hawke's Bay","Central",NA,"Numerator",683
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Hawke's Bay","Central",NA,"Denominator",861
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Hawke's Bay","Central",NA,"Percent",0.793263646922183
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Hutt Valley","Central",NA,"Numerator",230
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Hutt Valley","Central",NA,"Denominator",372
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Hutt Valley","Central",NA,"Percent",0.618279569892473
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Lakes","Te Manawa Taki",NA,"Numerator",273
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Lakes","Te Manawa Taki",NA,"Denominator",502
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Lakes","Te Manawa Taki",NA,"Percent",0.543824701195219
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","MidCentral","Central",NA,"Numerator",576
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","MidCentral","Central",NA,"Denominator",728
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","MidCentral","Central",NA,"Percent",0.791208791208791
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","Māori","National","National",NA,"Numerator",3987
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","Māori","National","National",NA,"Denominator",5370
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","Māori","National","National",NA,"Percent",0.742458100558659
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","Non-Māori","National","National",NA,"Numerator",9706
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","Non-Māori","National","National",NA,"Denominator",14263
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","Non-Māori","National","National",NA,"Percent",0.680501998177102
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","Non-Māori Non-Pacific","National","National",NA,"Numerator",8691
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","Non-Māori Non-Pacific","National","National",NA,"Denominator",12951
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","Non-Māori Non-Pacific","National","National",NA,"Percent",0.671067871206857
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","Pacific","National","National",NA,"Numerator",1015
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","Pacific","National","National",NA,"Denominator",1312
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","Pacific","National","National",NA,"Percent",0.773628048780488
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","National","National",NA,"Numerator",13693
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","National","National",NA,"Denominator",19633
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","National","National",NA,"Percent",0.697448173992767
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Northland","Northern",NA,"Numerator",574
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Northland","Northern",NA,"Denominator",790
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Northland","Northern",NA,"Percent",0.726582278481013
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","South Canterbury","Te Waipounamu",NA,"Numerator",255
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","South Canterbury","Te Waipounamu",NA,"Denominator",327
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","South Canterbury","Te Waipounamu",NA,"Percent",0.779816513761468
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Southern","Te Waipounamu",NA,"Numerator",523
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Southern","Te Waipounamu",NA,"Denominator",957
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Southern","Te Waipounamu",NA,"Percent",0.54649947753396
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Tairāwhiti","Te Manawa Taki",NA,"Numerator",58
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Tairāwhiti","Te Manawa Taki",NA,"Denominator",63
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.920634920634921
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Taranaki","Te Manawa Taki",NA,"Numerator",340
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Taranaki","Te Manawa Taki",NA,"Denominator",555
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Taranaki","Te Manawa Taki",NA,"Percent",0.612612612612613
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Waikato","Te Manawa Taki",NA,"Numerator",850
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Waikato","Te Manawa Taki",NA,"Denominator",1223
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Waikato","Te Manawa Taki",NA,"Percent",0.695012264922322
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Wairarapa","Central",NA,"Numerator",155
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Wairarapa","Central",NA,"Denominator",220
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Wairarapa","Central",NA,"Percent",0.704545454545455
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Waitematā","Northern",NA,"Numerator",2095
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Waitematā","Northern",NA,"Denominator",2842
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Waitematā","Northern",NA,"Percent",0.737156931738213
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","West Coast","Te Waipounamu",NA,"Numerator",166
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","West Coast","Te Waipounamu",NA,"Denominator",228
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","West Coast","Te Waipounamu",NA,"Percent",0.728070175438597
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Whanganui","Central",NA,"Numerator",343
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Whanganui","Central",NA,"Denominator",413
"1.3.5","Under 25 MH 3 weeks wait","2018/19","Jun","2019-06","All","Whanganui","Central",NA,"Percent",0.830508474576271
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Auckland","Northern",NA,"Numerator",1732
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Auckland","Northern",NA,"Denominator",2350
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Auckland","Northern",NA,"Percent",0.737021276595745
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Bay of Plenty","Te Manawa Taki",NA,"Numerator",763
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Bay of Plenty","Te Manawa Taki",NA,"Denominator",1011
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.754698318496538
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Canterbury","Te Waipounamu",NA,"Numerator",1180
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Canterbury","Te Waipounamu",NA,"Denominator",1875
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Canterbury","Te Waipounamu",NA,"Percent",0.629333333333333
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Capital & Coast","Central",NA,"Numerator",755
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Capital & Coast","Central",NA,"Denominator",1205
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Capital & Coast","Central",NA,"Percent",0.62655601659751
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Counties Manukau","Northern",NA,"Numerator",1767
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Counties Manukau","Northern",NA,"Denominator",2281
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Counties Manukau","Northern",NA,"Percent",0.774660236738273
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Hawke's Bay","Central",NA,"Numerator",650
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Hawke's Bay","Central",NA,"Denominator",813
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Hawke's Bay","Central",NA,"Percent",0.799507995079951
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Hutt Valley","Central",NA,"Numerator",234
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Hutt Valley","Central",NA,"Denominator",350
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Hutt Valley","Central",NA,"Percent",0.668571428571429
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Lakes","Te Manawa Taki",NA,"Numerator",295
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Lakes","Te Manawa Taki",NA,"Denominator",462
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Lakes","Te Manawa Taki",NA,"Percent",0.638528138528139
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","MidCentral","Central",NA,"Numerator",630
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","MidCentral","Central",NA,"Denominator",765
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","MidCentral","Central",NA,"Percent",0.823529411764706
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","Māori","National","National",NA,"Numerator",3855
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","Māori","National","National",NA,"Denominator",5083
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","Māori","National","National",NA,"Percent",0.758410387566398
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","Non-Māori","National","National",NA,"Numerator",9740
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","Non-Māori","National","National",NA,"Denominator",14022
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","Non-Māori","National","National",NA,"Percent",0.694622735701041
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","Non-Māori Non-Pacific","National","National",NA,"Numerator",8767
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","Non-Māori Non-Pacific","National","National",NA,"Denominator",12791
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","Non-Māori Non-Pacific","National","National",NA,"Percent",0.685403799546556
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","Pacific","National","National",NA,"Numerator",973
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","Pacific","National","National",NA,"Denominator",1231
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","Pacific","National","National",NA,"Percent",0.790414297319253
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","National","National",NA,"Numerator",13595
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","National","National",NA,"Denominator",19105
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","National","National",NA,"Percent",0.711593823606386
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Nelson Marlborough","Te Waipounamu",NA,"Numerator",377
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Nelson Marlborough","Te Waipounamu",NA,"Denominator",698
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.540114613180516
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Northland","Northern",NA,"Numerator",508
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Northland","Northern",NA,"Denominator",675
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Northland","Northern",NA,"Percent",0.752592592592592
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","South Canterbury","Te Waipounamu",NA,"Numerator",141
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","South Canterbury","Te Waipounamu",NA,"Denominator",210
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","South Canterbury","Te Waipounamu",NA,"Percent",0.671428571428571
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Southern","Te Waipounamu",NA,"Numerator",1060
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Southern","Te Waipounamu",NA,"Denominator",1392
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Southern","Te Waipounamu",NA,"Percent",0.761494252873563
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Tairāwhiti","Te Manawa Taki",NA,"Numerator",39
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Tairāwhiti","Te Manawa Taki",NA,"Denominator",45
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.866666666666667
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Taranaki","Te Manawa Taki",NA,"Numerator",342
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Taranaki","Te Manawa Taki",NA,"Denominator",506
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Taranaki","Te Manawa Taki",NA,"Percent",0.675889328063241
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Waikato","Te Manawa Taki",NA,"Numerator",783
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Waikato","Te Manawa Taki",NA,"Denominator",1231
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Waikato","Te Manawa Taki",NA,"Percent",0.636068237205524
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Wairarapa","Central",NA,"Numerator",118
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Wairarapa","Central",NA,"Denominator",200
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Wairarapa","Central",NA,"Percent",0.59
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Waitematā","Northern",NA,"Numerator",1780
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Waitematā","Northern",NA,"Denominator",2451
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Waitematā","Northern",NA,"Percent",0.726234190126479
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","West Coast","Te Waipounamu",NA,"Numerator",109
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","West Coast","Te Waipounamu",NA,"Denominator",176
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","West Coast","Te Waipounamu",NA,"Percent",0.619318181818182
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Whanganui","Central",NA,"Numerator",332
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Whanganui","Central",NA,"Denominator",409
"1.3.5","Under 25 MH 3 weeks wait","2019/20","Jun","2020-06","All","Whanganui","Central",NA,"Percent",0.811735941320293
"1.3.5","Under 25 MH 3 weeks wait","2020/21","Jun","2021-06","All","Auckland","Northern",NA,"Numerator",1921
"1.3.5","Under 25 MH 3 weeks wait","2020/21","Jun","2021-06","All","Auckland","Northern",NA,"Denominator",2401
"1.3.5","Under 25 MH 3 weeks wait","2020/21","Jun","2021-06","All","Auckland","Northern",NA,"Percent",0.800083298625573
"1.3.5","Under 25 MH 3 weeks wait","2020/21","Jun","2021-06","All","Bay of Plenty","Te Manawa Taki",NA,"Numerator",951
"1.3.5","Under 25 MH 3 weeks wait","2020/21","Jun","2021-06","All","Bay of Plenty","Te Manawa Taki",NA,"Denominator",1259
"1.3.5","Under 25 MH 3 weeks wait","2020/21","Jun","2021-06","All","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.755361397934869
"1.3.5","Under 25 MH 3 weeks wait","2020/21","Jun","2021-06","All","Canterbury","Te Waipounamu",NA,"Numerator",1350
"1.3.5","Under 25 MH 3 weeks wait","2020/21","Jun","2021-06","All","Canterbury","Te Waipounamu",NA,"Denominator",2110
