"measure_number","measure","financial_year","quarter","year_month","ethnicity","district","region","measure_type","value"
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Counties Manukau","Northern","Denominator",2290
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Counties Manukau","Northern","Percent",74.89082969432314
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Hawke's Bay","Central","Numerator",911
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Hawke's Bay","Central","Denominator",950
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Hawke's Bay","Central","Percent",95.89473684210526
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Hutt Valley","Central","Numerator",308
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Hutt Valley","Central","Denominator",629
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Hutt Valley","Central","Percent",48.966613672496024
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Lakes","Te Manawa Taki","Numerator",240
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Lakes","Te Manawa Taki","Denominator",455
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Lakes","Te Manawa Taki","Percent",52.74725274725275
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","MidCentral","Central","Numerator",561
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","MidCentral","Central","Denominator",754
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","MidCentral","Central","Percent",74.40318302387267
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","National","National","Numerator",12767
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","National","National","Denominator",18438
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","National","National","Percent",69.24286799002061
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Nelson Marlborough","Te Waipounamu","Numerator",305
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Nelson Marlborough","Te Waipounamu","Denominator",488
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Nelson Marlborough","Te Waipounamu","Percent",62.5
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Northland","Northern","Numerator",510
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Northland","Northern","Denominator",655
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Northland","Northern","Percent",77.86259541984732
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","South Canterbury","Te Waipounamu","Numerator",158
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","South Canterbury","Te Waipounamu","Denominator",267
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","South Canterbury","Te Waipounamu","Percent",59.176029962546814
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Southern","Te Waipounamu","Numerator",841
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Southern","Te Waipounamu","Denominator",1322
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Southern","Te Waipounamu","Percent",63.61573373676248
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Tairāwhiti","Te Manawa Taki","Numerator",62
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Tairāwhiti","Te Manawa Taki","Denominator",88
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Tairāwhiti","Te Manawa Taki","Percent",70.45454545454545
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Taranaki","Te Manawa Taki","Numerator",314
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Taranaki","Te Manawa Taki","Denominator",469
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Taranaki","Te Manawa Taki","Percent",66.95095948827291
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Waikato","Te Manawa Taki","Numerator",463
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Waikato","Te Manawa Taki","Denominator",619
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Waikato","Te Manawa Taki","Percent",74.79806138933765
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Wairarapa","Central","Numerator",90
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Wairarapa","Central","Denominator",154
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Wairarapa","Central","Percent",58.44155844155844
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Waitematā","Northern","Numerator",1242
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Waitematā","Northern","Denominator",2437
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Waitematā","Northern","Percent",50.96430036930653
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","West Coast","Te Waipounamu","Numerator",198
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","West Coast","Te Waipounamu","Denominator",255
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","West Coast","Te Waipounamu","Percent",77.64705882352942
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Whanganui","Central","Numerator",333
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Whanganui","Central","Denominator",389
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","All","Whanganui","Central","Percent",85.60411311053984
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","Māori","National","National","Numerator",4025
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","Māori","National","National","Denominator",5254
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","Māori","National","National","Percent",76.60829843928435
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","Pacific","National","National","Numerator",1026
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","Pacific","National","National","Denominator",1270
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Mar","2023-03","Pacific","National","National","Percent",80.78740157480316
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Auckland","Northern","Numerator",1948
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Auckland","Northern","Denominator",2505
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Auckland","Northern","Percent",77.76447105788424
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Bay of Plenty","Te Manawa Taki","Numerator",680
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Bay of Plenty","Te Manawa Taki","Denominator",989
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Bay of Plenty","Te Manawa Taki","Percent",68.75631951466129
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Canterbury","Te Waipounamu","Numerator",1244
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Canterbury","Te Waipounamu","Denominator",1577
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Canterbury","Te Waipounamu","Percent",78.88395688015218
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Capital & Coast","Central","Numerator",646
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Capital & Coast","Central","Denominator",1118
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Capital & Coast","Central","Percent",57.78175313059034
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Counties Manukau","Northern","Numerator",1702
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Counties Manukau","Northern","Denominator",2296
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Counties Manukau","Northern","Percent",74.12891986062718
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Hawke's Bay","Central","Numerator",938
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Hawke's Bay","Central","Denominator",968
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Hawke's Bay","Central","Percent",96.900826446281
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Hutt Valley","Central","Numerator",363
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Hutt Valley","Central","Denominator",642
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Hutt Valley","Central","Percent",56.54205607476636
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Lakes","Te Manawa Taki","Numerator",228
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Lakes","Te Manawa Taki","Denominator",433
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Lakes","Te Manawa Taki","Percent",52.65588914549654
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","MidCentral","Central","Numerator",565
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","MidCentral","Central","Denominator",747
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","MidCentral","Central","Percent",75.63587684069611
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","National","National","Numerator",12910
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","National","National","Denominator",18912
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","National","National","Percent",68.2635363790186
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Nelson Marlborough","Te Waipounamu","Numerator",320
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Nelson Marlborough","Te Waipounamu","Denominator",514
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Nelson Marlborough","Te Waipounamu","Percent",62.2568093385214
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Northland","Northern","Numerator",502
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Northland","Northern","Denominator",709
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Northland","Northern","Percent",70.80394922425953
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","South Canterbury","Te Waipounamu","Numerator",160
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","South Canterbury","Te Waipounamu","Denominator",283
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","South Canterbury","Te Waipounamu","Percent",56.53710247349824
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Southern","Te Waipounamu","Numerator",824
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Southern","Te Waipounamu","Denominator",1324
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Southern","Te Waipounamu","Percent",62.2356495468278
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Tairāwhiti","Te Manawa Taki","Numerator",45
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Tairāwhiti","Te Manawa Taki","Denominator",65
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Tairāwhiti","Te Manawa Taki","Percent",69.23076923076923
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Taranaki","Te Manawa Taki","Numerator",326
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Taranaki","Te Manawa Taki","Denominator",466
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Taranaki","Te Manawa Taki","Percent",69.95708154506438
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Waikato","Te Manawa Taki","Numerator",603
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Waikato","Te Manawa Taki","Denominator",972
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Waikato","Te Manawa Taki","Percent",62.03703703703704
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Wairarapa","Central","Numerator",87
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Wairarapa","Central","Denominator",156
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Wairarapa","Central","Percent",55.769230769230774
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Waitematā","Northern","Numerator",1198
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Waitematā","Northern","Denominator",2493
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Waitematā","Northern","Percent",48.05455274769354
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","West Coast","Te Waipounamu","Numerator",189
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","West Coast","Te Waipounamu","Denominator",260
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","West Coast","Te Waipounamu","Percent",72.6923076923077
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Whanganui","Central","Numerator",342
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Whanganui","Central","Denominator",395
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","All","Whanganui","Central","Percent",86.58227848101265
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","Māori","National","National","Numerator",4044
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","Māori","National","National","Denominator",5356
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","Māori","National","National","Percent",75.50410754294249
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","Pacific","National","National","Numerator",1034
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","Pacific","National","National","Denominator",1308
"1.3.5","Under 25 MH 3 weeks wait","2022/23","Jun","2023-06","Pacific","National","National","Percent",79.0519877675841
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Auckland","Northern","Numerator",1863
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Auckland","Northern","Denominator",2347
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Auckland","Northern","Percent",79.37792927141031
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Bay of Plenty","Te Manawa Taki","Numerator",631
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Bay of Plenty","Te Manawa Taki","Denominator",947
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Bay of Plenty","Te Manawa Taki","Percent",66.63146779303062
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Canterbury","Te Waipounamu","Numerator",871
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Canterbury","Te Waipounamu","Denominator",1080
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Canterbury","Te Waipounamu","Percent",80.64814814814815
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Capital & Coast","Central","Numerator",630
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Capital & Coast","Central","Denominator",1066
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Capital & Coast","Central","Percent",59.09943714821764
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Counties Manukau","Northern","Numerator",1594
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Counties Manukau","Northern","Denominator",2163
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Counties Manukau","Northern","Percent",73.69394359685622
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Hawke's Bay","Central","Numerator",874
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Hawke's Bay","Central","Denominator",903
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Hawke's Bay","Central","Percent",96.78848283499445
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Hutt Valley","Central","Numerator",370
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Hutt Valley","Central","Denominator",635
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Hutt Valley","Central","Percent",58.26771653543307
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Lakes","Te Manawa Taki","Numerator",212
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Lakes","Te Manawa Taki","Denominator",381
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Lakes","Te Manawa Taki","Percent",55.643044619422575
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","MidCentral","Central","Numerator",566
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","MidCentral","Central","Denominator",733
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","MidCentral","Central","Percent",77.21691678035471
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","National","National","Numerator",12040
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","National","National","Denominator",17555
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","National","National","Percent",68.5844488749644
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Nelson Marlborough","Te Waipounamu","Numerator",285
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Nelson Marlborough","Te Waipounamu","Denominator",467
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Nelson Marlborough","Te Waipounamu","Percent",61.02783725910065
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Northland","Northern","Numerator",498
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Northland","Northern","Denominator",703
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Northland","Northern","Percent",70.83926031294452
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","South Canterbury","Te Waipounamu","Numerator",136
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","South Canterbury","Te Waipounamu","Denominator",255
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","South Canterbury","Te Waipounamu","Percent",53.333333333333336
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Southern","Te Waipounamu","Numerator",779
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Southern","Te Waipounamu","Denominator",1229
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Southern","Te Waipounamu","Percent",63.384865744507735
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Tairāwhiti","Te Manawa Taki","Numerator",32
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Tairāwhiti","Te Manawa Taki","Denominator",42
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Tairāwhiti","Te Manawa Taki","Percent",76.19047619047619
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Taranaki","Te Manawa Taki","Numerator",294
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Taranaki","Te Manawa Taki","Denominator",431
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Taranaki","Te Manawa Taki","Percent",68.21345707656613
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Waikato","Te Manawa Taki","Numerator",605
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Waikato","Te Manawa Taki","Denominator",908
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Waikato","Te Manawa Taki","Percent",66.62995594713657
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Wairarapa","Central","Numerator",93
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Wairarapa","Central","Denominator",158
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Wairarapa","Central","Percent",58.86075949367089
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Waitematā","Northern","Numerator",1197
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Waitematā","Northern","Denominator",2482
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Waitematā","Northern","Percent",48.227236099919416
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","West Coast","Te Waipounamu","Numerator",187
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","West Coast","Te Waipounamu","Denominator",260
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","West Coast","Te Waipounamu","Percent",71.92307692307692
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Whanganui","Central","Numerator",323
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Whanganui","Central","Denominator",365
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","All","Whanganui","Central","Percent",88.4931506849315
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","Māori","National","National","Numerator",3867
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","Māori","National","National","Denominator",5150
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","Māori","National","National","Percent",75.0873786407767
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","Pacific","National","National","Numerator",962
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","Pacific","National","National","Denominator",1211
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Sep","2023-09","Pacific","National","National","Percent",79.43848059454996
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Auckland","Northern","Numerator",1918
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Auckland","Northern","Denominator",2389
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Auckland","Northern","Percent",80.2846379238175
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Bay of Plenty","Te Manawa Taki","Numerator",614
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Bay of Plenty","Te Manawa Taki","Denominator",927
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Bay of Plenty","Te Manawa Taki","Percent",66.23516720604098
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Canterbury","Te Waipounamu","Numerator",1263
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Canterbury","Te Waipounamu","Denominator",1578
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Canterbury","Te Waipounamu","Percent",80.03802281368822
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Capital & Coast","Central","Numerator",646
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Capital & Coast","Central","Denominator",1083
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Capital & Coast","Central","Percent",59.64912280701754
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Counties Manukau","Northern","Numerator",1339
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Counties Manukau","Northern","Denominator",1892
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Counties Manukau","Northern","Percent",70.77167019027483
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Hawke's Bay","Central","Numerator",843
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Hawke's Bay","Central","Denominator",874
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Hawke's Bay","Central","Percent",96.45308924485126
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Hutt Valley","Central","Numerator",355
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Hutt Valley","Central","Denominator",614
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Hutt Valley","Central","Percent",57.817589576547235
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Lakes","Te Manawa Taki","Numerator",222
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Lakes","Te Manawa Taki","Denominator",363
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Lakes","Te Manawa Taki","Percent",61.15702479338842
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","MidCentral","Central","Numerator",589
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","MidCentral","Central","Denominator",760
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","MidCentral","Central","Percent",77.5
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","National","National","Numerator",12065
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","National","National","Denominator",17953
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","National","National","Percent",67.20325293822759
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Nelson Marlborough","Te Waipounamu","Numerator",264
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Nelson Marlborough","Te Waipounamu","Denominator",466
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Nelson Marlborough","Te Waipounamu","Percent",56.65236051502146
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Northland","Northern","Numerator",481
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Northland","Northern","Denominator",701
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Northland","Northern","Percent",68.61626248216834
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","South Canterbury","Te Waipounamu","Numerator",128
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","South Canterbury","Te Waipounamu","Denominator",261
