"measure_number","measure","financial_year","quarter","year_month","ethnicity","district","region","measure_type","value"
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"Whanganui","Central","Rate",1331.6636
"1.3.2","SIR: FSA","2022/23","Jun","2023-06",NA,"National","National","Rate",1112.9861
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Auckland","Northern","Events",57059
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Auckland","Northern","Rate",1272.9366
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Bay of Plenty","Te Manawa Taki","Events",31665
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Bay of Plenty","Te Manawa Taki","Rate",1066.7562
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Canterbury","Te Waipounamu","Events",47768
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Canterbury","Te Waipounamu","Rate",829.1995
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Capital, Coast and Hutt Valley","Central","Events",51111
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Capital, Coast and Hutt Valley","Central","Rate",1128.2191
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Counties Manukau","Northern","Events",62268
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Counties Manukau","Northern","Rate",1100.5863
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Hawke's Bay","Central","Events",20322
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Hawke's Bay","Central","Rate",1055.1016
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Lakes","Te Manawa Taki","Events",16627
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Lakes","Te Manawa Taki","Rate",1344.4834
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"MidCentral","Central","Events",28817
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"MidCentral","Central","Rate",1428.9177
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Nelson Marlborough","Te Waipounamu","Events",16610
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Nelson Marlborough","Te Waipounamu","Rate",916.5253
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Northland","Northern","Events",28135
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Northland","Northern","Rate",1226.5503
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"South Canterbury","Te Waipounamu","Events",10953
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"South Canterbury","Te Waipounamu","Rate",1593.2906
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Southern","Te Waipounamu","Events",42158
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Southern","Te Waipounamu","Rate",1196.5919
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Tairāwhiti","Te Manawa Taki","Events",8205
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Tairāwhiti","Te Manawa Taki","Rate",1504.4828
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Taranaki","Te Manawa Taki","Events",15192
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Taranaki","Te Manawa Taki","Rate",1120.2628
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Waikato","Te Manawa Taki","Events",50974
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Waikato","Te Manawa Taki","Rate",1088.4611
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Wairarapa","Central","Events",7807
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Wairarapa","Central","Rate",1355.2346
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Waitematā","Northern","Events",68191
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Waitematā","Northern","Rate",1118.0526
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"West Coast","Te Waipounamu","Events",5486
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"West Coast","Te Waipounamu","Rate",1414.5897
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Whanganui","Central","Events",11313
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"Whanganui","Central","Rate",1434.4933
"1.3.2","SIR: FSA","2023/24","Sep","2023-09",NA,"National","National","Rate",1129.8083
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"South Canterbury","Te Waipounamu","Events",11153
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"South Canterbury","Te Waipounamu","Rate",1620.5446
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"MidCentral","Central","Events",29625
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"MidCentral","Central","Rate",1468.4722
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Tairāwhiti","Te Manawa Taki","Events",7946
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Tairāwhiti","Te Manawa Taki","Rate",1459.6523
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Whanganui","Central","Events",11445
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Whanganui","Central","Rate",1452.1306
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"West Coast","Te Waipounamu","Events",5460
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"West Coast","Te Waipounamu","Rate",1408.9039
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Lakes","Te Manawa Taki","Events",16676
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Lakes","Te Manawa Taki","Rate",1348.2879
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Wairarapa","Central","Events",7758
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Wairarapa","Central","Rate",1341.9175
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Auckland","Northern","Events",57704
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Auckland","Northern","Rate",1289.885
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Northland","Northern","Events",29310
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Northland","Northern","Rate",1275.8287
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Southern","Te Waipounamu","Events",42506
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Southern","Te Waipounamu","Rate",1205.6552
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Capital, Coast and Hutt Valley","Central","Events",52180
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Capital, Coast and Hutt Valley","Central","Rate",1151.6411
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Waitematā","Northern","Events",69901
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Waitematā","Northern","Rate",1144.6456
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Taranaki","Te Manawa Taki","Events",15510
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Taranaki","Te Manawa Taki","Rate",1142.9178
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Counties Manukau","Northern","Events",63513
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Counties Manukau","Northern","Rate",1118.0601
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Bay of Plenty","Te Manawa Taki","Events",31998
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Bay of Plenty","Te Manawa Taki","Rate",1076.2435
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Hawke's Bay","Central","Events",20477
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Hawke's Bay","Central","Rate",1063.4539
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Waikato","Te Manawa Taki","Events",49070
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Waikato","Te Manawa Taki","Rate",1045.9713
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Nelson Marlborough","Te Waipounamu","Events",16036
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Nelson Marlborough","Te Waipounamu","Rate",883.7297
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Canterbury","Te Waipounamu","Events",48385
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"Canterbury","Te Waipounamu","Rate",838.4939
"1.3.2","SIR: FSA","2023/24","Dec","2023-12",NA,"National","National","Rate",1140.2923
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Tairāwhiti","Te Manawa Taki","Events",8947
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Tairāwhiti","Te Manawa Taki","Rate",1630.7476
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"South Canterbury","Te Waipounamu","Events",11019
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"South Canterbury","Te Waipounamu","Rate",1605.5465
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"MidCentral","Central","Events",30532
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"MidCentral","Central","Rate",1512.4405
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Whanganui","Central","Events",11357
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Whanganui","Central","Rate",1436.2534
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Lakes","Te Manawa Taki","Events",16865
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Lakes","Te Manawa Taki","Rate",1358.4431
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Wairarapa","Central","Events",7675
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Wairarapa","Central","Rate",1326.4993
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Northland","Northern","Events",30401
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Northland","Northern","Rate",1315.6028
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Auckland","Northern","Events",58137
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Auckland","Northern","Rate",1301.4999
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"West Coast","Te Waipounamu","Events",4702
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"West Coast","Te Waipounamu","Rate",1214.2132
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Taranaki","Te Manawa Taki","Events",16044
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Taranaki","Te Manawa Taki","Rate",1181.2296
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Capital, Coast and Hutt Valley","Central","Events",53001
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Capital, Coast and Hutt Valley","Central","Rate",1169.7054
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Waitematā","Northern","Events",70158
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Waitematā","Northern","Rate",1148.5345
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Counties Manukau","Northern","Events",64127
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Counties Manukau","Northern","Rate",1122.8661
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Hawke's Bay","Central","Events",21638
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Hawke's Bay","Central","Rate",1121.1571
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Bay of Plenty","Te Manawa Taki","Events",32015
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Bay of Plenty","Te Manawa Taki","Rate",1073.6363
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Southern","Te Waipounamu","Events",37306
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Southern","Te Waipounamu","Rate",1059.0818
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Waikato","Te Manawa Taki","Events",46254
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Waikato","Te Manawa Taki","Rate",983.2298
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Nelson Marlborough","Te Waipounamu","Events",15891
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Nelson Marlborough","Te Waipounamu","Rate",876.0635
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Canterbury","Te Waipounamu","Events",49488
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"Canterbury","Te Waipounamu","Rate",857.6985
"1.3.2","SIR: FSA","2023/24","Mar","2024-03",NA,"National","National","Rate",1136.5741
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Auckland","Northern","Events",58899
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Auckland","Northern","Rate",1319.6462
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Bay of Plenty","Te Manawa Taki","Events",32608
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Bay of Plenty","Te Manawa Taki","Rate",1089.7962
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Canterbury","Te Waipounamu","Events",50881
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Canterbury","Te Waipounamu","Rate",880.4348
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Capital, Coast and Hutt Valley","Central","Events",54013
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Capital, Coast and Hutt Valley","Central","Rate",1191.0816
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Counties Manukau","Northern","Events",65764
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Counties Manukau","Northern","Rate",1148.0603
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Hawke's Bay","Central","Events",21708
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Hawke's Bay","Central","Rate",1123.022
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Lakes","Te Manawa Taki","Events",16655
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Lakes","Te Manawa Taki","Rate",1339.6832
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"MidCentral","Central","Events",31614
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"MidCentral","Central","Rate",1565.2493
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Nelson Marlborough","Te Waipounamu","Events",16175
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Nelson Marlborough","Te Waipounamu","Rate",889.5113
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Northland","Northern","Events",30556
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Northland","Northern","Rate",1319.0524
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"South Canterbury","Te Waipounamu","Events",10502
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"South Canterbury","Te Waipounamu","Rate",1530.7519
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Southern","Te Waipounamu","Events",36358
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Southern","Te Waipounamu","Rate",1030.8198
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Tairāwhiti","Te Manawa Taki","Events",9804
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Tairāwhiti","Te Manawa Taki","Rate",1784.3215
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Taranaki","Te Manawa Taki","Events",16475
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Taranaki","Te Manawa Taki","Rate",1212.4426
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Waikato","Te Manawa Taki","Events",46088
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Waikato","Te Manawa Taki","Rate",977.6186
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Wairarapa","Central","Events",7485
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Wairarapa","Central","Rate",1290.3604
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Waitematā","Northern","Events",71201
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Waitematā","Northern","Rate",1163.8424
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"West Coast","Te Waipounamu","Events",4811
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"West Coast","Te Waipounamu","Rate",1242.3128
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Whanganui","Central","Events",11277
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"Whanganui","Central","Rate",1424.6083
"1.3.2","SIR: FSA","2023/24","Jun","2024-06",NA,"National","National","Rate",1149.1733
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Auckland","Northern","Events",4155
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Auckland","Northern","Rate",109.2486
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Bay of Plenty","Te Manawa Taki","Events",3605
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Bay of Plenty","Te Manawa Taki","Rate",147.1848
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Canterbury","Te Waipounamu","Events",7444
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Canterbury","Te Waipounamu","Rate",150.1759
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Capital, Coast and Hutt Valley","Central","Events",4716
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Capital, Coast and Hutt Valley","Central","Rate",124.756
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Counties Manukau","Northern","Events",6464
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Counties Manukau","Northern","Rate",159.6397
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Hawke's Bay","Central","Events",2425
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Hawke's Bay","Central","Rate",149.6635
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Lakes","Te Manawa Taki","Events",1469
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Lakes","Te Manawa Taki","Rate",147.2329
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"MidCentral","Central","Events",1686
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"MidCentral","Central","Rate",97.7442
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Nelson Marlborough","Te Waipounamu","Events",2202
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Nelson Marlborough","Te Waipounamu","Rate",131.8977
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Northland","Northern","Events",3079
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Northland","Northern","Rate",162.8566
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"South Canterbury","Te Waipounamu","Events",1057
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"South Canterbury","Te Waipounamu","Rate",160.8504
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Southern","Te Waipounamu","Events",3659
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Southern","Te Waipounamu","Rate",117.0792
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Tairāwhiti","Te Manawa Taki","Events",734
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Tairāwhiti","Te Manawa Taki","Rate",178.7765
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Taranaki","Te Manawa Taki","Events",1485
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Taranaki","Te Manawa Taki","Rate",127.322
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Waikato","Te Manawa Taki","Events",5457
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Waikato","Te Manawa Taki","Rate",144.4939
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Wairarapa","Central","Events",1023
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Wairarapa","Central","Rate",201.7248
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Waitematā","Northern","Events",8877
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Waitematā","Northern","Rate",174.0209
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"West Coast","Te Waipounamu","Events",660
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"West Coast","Te Waipounamu","Rate",178.7126
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Whanganui","Central","Events",1122
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"Whanganui","Central","Rate",165.8765
"1.3.4","SIR: Colonoscopy","2019/20","Sep","2019-09",NA,"National","National","Rate",123.6438
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Wairarapa","Central","Events",959
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Wairarapa","Central","Rate",162.4769
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Waitematā","Northern","Events",9324
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Waitematā","Northern","Rate",157.0762
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"West Coast","Te Waipounamu","Events",666
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"West Coast","Te Waipounamu","Rate",154.6561
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Tairāwhiti","Te Manawa Taki","Events",732
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Tairāwhiti","Te Manawa Taki","Rate",152.1824
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Counties Manukau","Northern","Events",6823
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Counties Manukau","Northern","Rate",145.324
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Whanganui","Central","Events",1132
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Whanganui","Central","Rate",143.1101
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Canterbury","Te Waipounamu","Events",8113
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Canterbury","Te Waipounamu","Rate",140.4963
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"South Canterbury","Te Waipounamu","Events",1043
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"South Canterbury","Te Waipounamu","Rate",136.6111
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Hawke's Bay","Central","Events",2537
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Hawke's Bay","Central","Rate",134.3652
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Lakes","Te Manawa Taki","Events",1564
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Lakes","Te Manawa Taki","Rate",134.1568
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Waikato","Te Manawa Taki","Events",5611
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Waikato","Te Manawa Taki","Rate",127.1945
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Northland","Northern","Events",2795
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Northland","Northern","Rate",126.3294
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Nelson Marlborough","Te Waipounamu","Events",2437
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Nelson Marlborough","Te Waipounamu","Rate",125.4876
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Bay of Plenty","Te Manawa Taki","Events",3570
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Bay of Plenty","Te Manawa Taki","Rate",124.9374
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Taranaki","Te Manawa Taki","Events",1575
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Taranaki","Te Manawa Taki","Rate",115.6249
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Capital, Coast and Hutt Valley","Central","Events",4560
"1.3.4","SIR: Colonoscopy","2019/20","Dec","2019-12",NA,"Capital, Coast and Hutt Valley","Central","Rate",103.8955
